EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile,CampylobacterAnalysis1ml,CampylobacterAnalysis30ml,CampylobacterSpecies,CampylobacterPFGEPattern,CampylobacterAlleleCode,CampyAMRResistanceProfile
126027,P46091,"Ozark Mountain Poultry, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102672380,15-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127044,P45483,"Peco Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102680156,15-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127254,M45565+P45565,"Farm Fresh Foods, LLC",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102664624,15-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163106,M1305+P1305+V1305,"Holly Poultry, LLC",MD,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671914,15-Mar-21,Product-Raw-Intact-Chicken,Positive,Enteritidis,NULL,NULL,NAL (I),NULL,Positive,C. jejuni,NULL,NULL,TET (H)
6163810,M18554A+P18554A,JCG Industries,IL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669885,15-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164265,P1949,"Simmons Prepared Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677202,15-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
15,P243,"Tyson Foods, Inc.",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677748,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
44,P1257,Fieldale Farms Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668529,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,TET (H)
63,P2686,"Keystone Foods, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669788,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
63,P2686,"Keystone Foods, LLC",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677926,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
72,P6505,"Norman W. Fries, Inc.",GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675605,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
133,P7374,"To-Ricos, Ltd.",PR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675145,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
275,P19378,Koch Foods of Cumming Georgia,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670554,16-Mar-21,Product-Raw-Intact-Chicken,Positive,Enteritidis,NULL,NULL,Pan-Susceptible,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
291,P19871,Filet of Chicken,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674653,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
567,M7478+P1,"Tyson Foods, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674901,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
577,P419,"Case Farms Processing, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102664644,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
579,P622,Tyson Foods,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670866,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
592,P1309,House of Raeford Farms Inc.,SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671759,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
734,P18285,Perdue Foods LLC,SC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670701,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1261,M7567+P7567,Wegmans Food Markets,NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674204,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1581,P1525,"Samuel Holmes, Inc.",MA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102676728,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1672,P5933,"Puritan Foods Co., Inc.",MA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675820,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2160,P19112,Perdue Foods LLC,KY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102676499,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2214,P3,"Mountaire Farms of Delaware, Inc.",DE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667091,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2214,P3,"Mountaire Farms of Delaware, Inc.",DE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670010,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2250,P764,"Perdue Foods, LLC",MD,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102665543,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,Pan-Susceptible
2251,P806,"Tyson Foods, Inc.",VA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668828,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
2264,P1249,"George's Chicken, LLC",VA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671476,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2349,P7903,"Perdue Foods, LLC",VA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671792,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3356,M4653A+P4653A+V4653A,"Agri Star Meat and Poultry, LLC",IA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102664756,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3366,M5542A+P5542A,"Tur-Pak Foods, Inc.",IA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667474,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3680,M7089+P7089,Tyson Foods Inc,MO,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671016,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
3847,M112+P112,"Tyson Foods, Inc",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102664804,16-Mar-21,Product-Raw-Intact-Chicken,Positive,Infantis,NULL,NULL,NAL  FIS  TET (H),NULL,Negative,NULL,NULL,NULL,NULL
3849,P165M+V165M,"OK Foods, Inc.",OK,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674929,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,CIP  NAL  TET (C)
3852,P468,"Peco Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667860,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3855,P607,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102676552,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3856,P705,Pilgrim's Pride Corporation,AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102672585,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3877,M7048+P7048,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102665320,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3880,M7100+P7100+V7100,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677282,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3881,P7101,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677206,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3937,P27+V27,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668880,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,TET (H)
3942,P486,"Simmons Prepared Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102672678,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
3959,M2277+P746+V746,"Tyson Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675626,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4128,P325,"Tyson Foods, Inc.",TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673330,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4270,M7231+P7231,HEB Meat Plant,TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667347,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4487,P308,Koch Foods of Mississippi,MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670421,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4505,P519,Amick Farms LLC,MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667611,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4509,P1235,Wayne Farms LLC,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667141,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4512,P6510,"Peco Foods, Inc",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667197,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4518,P7485+V7485,Wayne Farms LLC,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669590,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4524,M11509+P11509,"OK Foods, Inc.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669091,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4526,P17500,Pilgrim's Pride Corporation,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668420,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4544,P509,Koch Foods LLC,TN,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102676608,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,Pan-Susceptible
4562,P890,"Peco Foods, Inc.",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668502,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4595,P6529,"Koch Foods of  Montgomery, AL",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670734,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4691,M9120+P9120,Homestead Egg Company Inc,TN,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668972,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4746,P18863+V18863,"Peco Foods, Inc.",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102677054,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4783,M20322+P20322,"Keystone Foods, LLC.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102676232,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5042,M19194+P19194,"US Foods, Inc.",AZ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675879,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5204,P2882,Perdue Foods LLC,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674450,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5240,M4873+P4873,"Commercial Meat Company, Inc.",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673939,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5680,M4159+P4159,"HV Randall Foods, Inc.",CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667481,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5689,M4187+P4187+V4187,Wayne Provisions Co.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673872,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5733,M6028A+P4114+V6028A,West Coast Prime Meats LLC,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670504,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5903,M20820+P20820,Dbran Poultry Co.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671650,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6421,P1304,Farmers Pride Inc.,PA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669908,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6555,M8389+P8389+V8389,Pasqualichio Bros. Inc.,PA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675301,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7608,M21103+P21103,US Foods Inc,AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669329,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7889,P19150+V19150,La Belle Farm Inc,NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675664,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8015,M21498+P21498,Ozark Mountain Poultry Inc.,AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669838,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9358,M31639+P31639,Everest Meats,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669217,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9580,P31881+V31881,"D G Foods, LLC",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102678889,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9773,M31979+P31979,Gold Creek Processing LLC,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671638,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
10497,M32133+P32133,"A&B, Inc.",MS,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102671622,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
11858,P34084,Edmunds Foods,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674387,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12590,M34495+P34495,J.J. Foodservice Inc.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674266,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12632,P34453,"Alatrade Foods, Inc.",AL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675418,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,Pan-Susceptible
12838,M34371+P34371,Union Foods LLC,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670686,16-Mar-21,Product-Raw-Intact-Chicken,Positive,Kentucky,NULL,NULL,TET (H),NULL,Negative,NULL,NULL,NULL,NULL
13303,M38511+P38511+V38511,"New S.B.L., Inc.",IL,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675196,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13550,M2676+P2676,"Southeast Poultry, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102675285,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13729,P40183,"Sanderson Farms, Inc.",NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674863,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126027,P46091,"Ozark Mountain Poultry, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670780,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126518,P46826,SHENANDOAH VALLEY ORGANIC,VA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673556,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127006,P51179+V51179,"Sanderson Farms, Inc.",TX,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102672394,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127044,P45483,"Peco Foods, Inc.",AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674326,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6162611,M45855+P45855,Interstate Foods Inc.,CA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668043,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6162703,M45884+P45884,Chef Creations LLC,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670302,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. jejuni,NULL,NULL,Pan-Susceptible
6163885,P48304,Lincoln Premium Poultry,NE,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102669993,16-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165143,M19719E+P19719E,Twin Rivers Foods,AR,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670225,16-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3,P40,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670763,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9,P177,Pilgrim's Pride Corporation,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102667705,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
291,P19871,Filet of Chicken,GA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102674654,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
566,P843,Pilgrim's Pride Corporation,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102668850,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
578,P510,House Of Raeford Farms,NC,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102672776,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,AZI  CIP  CLI  ERY  NAL  TET (C)
847,P794,"B&B Poultry Co., Inc.",NJ,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673810,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Positive,C. coli,NULL,NULL,TET (H)
1177,M5275+P5275,Lupo's Quality Deli,NY,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102673026,17-Mar-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Chicken",Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1538,M272+P272,"T. F. Kinnealey Co., Inc.",MA,HC_CPT_LBW01,"Sampling for Chicken Parts - Legs, Breasts, and  Wings",102670232,17-Mar-21,Product-Raw-Intact-Chicken,Negative,NULL,NULL,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
